account_id,campaign_id,cost_micros,clicks,conversions,impressions,interactions,date
5082057286,6490168587,4058930684.0,5331.54,85.86,436339.82,7205.11,2024-11-10
5082057286,7983059613,683072070.06,12337.58,5090.4,432809.84,18290.63,2024-11-10
5128952228,9600517435,26412149607.67,134.45,20.76,3220.41,961.58,2024-11-10
5128952228,8051023404,13194223823.67,1405.48,0.06,55040.89,1372.24,2024-11-10
7757875170,4365941222,11184185801.26,191.38,329.93,12817.09,206.78,2024-11-10
7757875170,1175050870,10412445817.94,65.01,440.06,995.75,70.25,2024-11-10
7757875170,3644920461,221876603823.87,940.42,100.76,153609.93,85646.42,2024-11-10
7757875170,9649439618,11428752721740.98,42757.7,1178.7,5477299.04,250862.37,2024-11-10
7757875170,5407833538,247532134196.39,22430.07,7942.84,1503024.64,24235.35,2024-11-10
7757875170,1207083505,52281508032.0,408.4,132.98,345461.85,13231.25,2024-11-10
7757875170,9348286127,69053823478.12,333.31,82.48,155555.44,360.14,2024-11-10
7757875170,8349410437,77689892195.8,217.02,149.07,134849.31,234.49,2024-11-10
7757875170,6725224788,64290792176.54,49.45,354.28,91255.99,77226.63,2024-11-10
4571331389,7924308711,181063645855.5,393.12,47.9,3135.33,416.31,2024-11-10
8018066855,7567643025,25246960892.71,115.33,23.36,1070.05,117.42,2024-11-10
2009975355,6160307749,21144987940.0,57.01,5.44,479.96,57.79,2024-11-10
5171899165,3514138063,92279800.1,47.12,2.88,4814.64,1950.37,2024-11-10
4539006085,1852112676,240528311.75,206.28,10.53,2336.25,224.02,2024-11-10
4539006085,2269734252,629686529.59,4264.02,609.12,60041.64,12174.75,2024-11-10
4539006085,5120629537,550188031.1,570.0,18.21,3384.49,619.02,2024-11-10
8009589948,9864867232,2802921605.88,1402.43,180.38,308694.13,89955.32,2024-11-10
3155375047,8676952369,8134063994.29,2413.42,795.72,6583.35,2156.28,2024-11-10
3155375047,4196694573,281415067.32,63.95,25.35,5735.13,2731.42,2024-11-10
1138743890,6236877545,5872766959.96,2143.85,871.39,138556.03,26417.02,2024-11-10
1138743890,6753423374,11392568947.26,9240.81,916.54,520102.48,54101.87,2024-11-10
1138743890,8843712267,508061084.09,964.33,22.53,4181.67,1132.48,2024-11-10
1138743890,2133958043,62925278.45,24.31,11.64,2307.75,789.88,2024-11-10
1138743890,6537905638,5208322970.72,4211.17,635.99,83119.76,14420.82,2024-11-10
1138743890,9485549021,2770235589.18,1756.68,181.61,40603.46,3359.36,2024-11-10
1138743890,1016181444,11192579818.6,10296.07,2537.26,449242.93,12091.37,2024-11-10
1138743890,7608547080,447878177.45,1295.68,126.93,43753.24,1522.66,2024-11-10
1138743890,7185837125,565794867.93,1754.88,186.81,84668.07,2092.59,2024-11-10
7187956485,3959948835,664607728.0,248.07,23.49,8425.17,268.4,2024-11-10
7187956485,9048960050,140368880.0,117.17,2.32,1627.4,126.77,2024-11-10
7187956485,7452930527,229114192.0,146.46,4.93,1582.99,158.46,2024-11-10
7187956485,2512207212,8675678368.48,4865.35,5540.02,211661.43,5263.98,2024-11-10
7187956485,6596978266,539931744.0,293.84,12.23,5665.79,317.92,2024-11-10
7187956485,7217723415,409028752.0,280.11,409.32,8709.39,303.06,2024-11-10
7187956485,4948876257,717223856.0,531.85,816.78,9106.13,575.42,2024-11-10
7187956485,4424952508,3010235968.0,2398.35,4302.87,109516.29,2594.85,2024-11-10
7187956485,3917037992,407686537.14,478.75,530.95,10191.72,517.98,2024-11-10
7187956485,7777019514,526318000.0,348.77,19.32,3111.7,377.34,2024-11-10
7187956485,1353031982,2429379408.0,1856.43,61.03,15850.6,2008.53,2024-11-10
7187956485,1936745141,812539314.44,3496.83,3534.45,120896.24,3783.33,2024-11-10
7187956485,7434484562,3845944888.44,2805.7,5876.97,21746.34,3035.58,2024-11-10
7187956485,3287997814,2255690402.68,1841.78,143.85,66327.58,2850.37,2024-11-10
7187956485,3833828205,1856332429.19,1456.4,117.11,58034.65,2456.19,2024-11-10
4840214693,8096022562,170489280.0,124.44,6.66,20987.63,125.81,2024-11-10
3979990204,7730939882,2055807794.87,1111.41,72.35,9750.22,1146.45,2024-11-10
3979990204,7675619656,3902254664.02,1592.35,799.44,190809.32,20207.59,2024-11-10
3979990204,3502796478,5191292626.09,2407.44,58.45,12180.37,2483.34,2024-11-10
3979990204,2137524281,429676528.21,244.62,9.95,9646.18,252.33,2024-11-10
3979990204,3387794418,31450199948.43,15630.85,202.29,1526817.25,19797.19,2024-11-10
3979990204,8911219393,105594089.0,88.62,30.89,307.35,91.41,2024-11-10
3979990204,6307478183,321751174.13,113.54,2.34,5017.81,861.74,2024-11-10
3979990204,9058435501,1455518652.43,554.78,9.64,15284.41,572.27,2024-11-10
3979990204,5152956290,1366021032.42,392.32,7.17,27393.2,4443.92,2024-11-10
6660540879,4515946768,4454002460.2,18440.6,5538.88,966279.39,451672.97,2024-11-10
6727254708,8428077364,413964060.0,535.66,25.34,36739.21,534.01,2024-11-10
6727254708,9677875686,263193630.0,247.59,1.44,15472.78,246.83,2024-11-10
6727254708,9520852297,1031506056.38,1059.08,31.17,57813.9,1055.81,2024-11-10
6727254708,9123132492,298489245.47,667.45,9.31,6178.18,665.4,2024-11-10
6727254708,7941954794,876284250.0,2020.24,54.09,104848.72,2014.02,2024-11-10
6727254708,1243269632,21149188767.9,40402.06,1168.7,1916603.92,40277.6,2024-11-10
6727254708,9734535828,2325769046.37,5583.44,91.54,224550.64,5566.24,2024-11-10
6727254708,9797989145,5956907526.36,7683.71,178.07,413865.11,7690.07,2024-11-10
6727254708,6591498006,503823190.78,697.58,33.7,42891.63,695.43,2024-11-10
6727254708,3844284608,3796525081.56,4532.84,52.84,216567.35,4518.88,2024-11-10
6727254708,8722238649,1594969847.78,3420.11,32.26,188174.3,3409.57,2024-11-10
6727254708,6038097513,1207330507.06,3419.16,46.57,207091.32,3408.63,2024-11-10
6727254708,4836102562,4985120052.05,7035.08,159.27,354067.76,7013.41,2024-11-10
6727254708,3903841507,458880284.74,1297.25,17.16,98470.54,1293.25,2024-11-10
6727254708,7485787516,4760214866.44,9198.42,177.89,387189.55,9185.1,2024-11-10
6727254708,5645873532,253385768.36,804.9,15.17,42081.34,802.42,2024-11-10
4765961919,7822116306,505641647.69,1729.59,27.83,50057.13,1596.49,2024-11-10
4765961919,2264434474,551498105.2,1272.71,27.89,42522.54,1174.77,2024-11-10
4765961919,3489109962,102534120.0,211.62,0.09,6978.61,195.34,2024-11-10
4765961919,3723944607,88878600.0,232.39,7.62,10517.76,214.51,2024-11-10
4765961919,8666345199,2008013119.28,4577.62,508.36,238421.07,4536.62,2024-11-10
4765961919,8132244576,645108248.7,1055.16,20.65,39870.09,1383.8,2024-11-10
4765961919,6171542340,2757287306.93,4314.57,139.05,181809.99,3997.15,2024-11-10
4765961919,6799882775,1202592074.51,3339.52,439.32,134528.01,3083.44,2024-11-10
4765961919,4206199463,3551773092.7,9293.68,122.32,494458.34,10264.44,2024-11-10
4765961919,4979029867,1814255296.22,5621.9,78.22,295299.61,5525.18,2024-11-10
4765961919,7356903700,762485412.74,1735.52,1459.2,32167.74,1601.96,2024-11-10
4765961919,9862964062,2516024643.23,4779.35,101.9,160275.04,7324.31,2024-11-10
4765961919,7566547729,347051126.61,327.33,6.63,17990.05,302.14,2024-11-10
4765961919,6091608057,2680069919.65,7343.57,207.14,292050.91,7120.75,2024-11-10
4765961919,3542142104,8271918864.88,13765.49,355.19,570822.33,12901.52,2024-11-10
4765961919,7047568737,2992515844.53,39773.56,648.55,75874.15,36712.82,2024-11-10
4765961919,8821356314,2049206711.13,4055.48,79.61,127586.78,4542.09,2024-11-10
4765961919,1088558816,1615463957.25,4022.85,2095.68,878839.69,83958.43,2024-11-10
4765961919,9261438241,1210078192.44,1825.51,1649.3,976945.69,20844.7,2024-11-10
5660113447,2575775551,4050080001.49,5821.44,102.38,9016.73,5587.36,2024-11-10
2990144704,4920939478,18381281811.75,204.12,89.57,3696.3,203.62,2024-11-10
2990144704,9383468332,351474703925.68,7243.26,794.82,729140.65,26280.58,2024-11-10
8000140564,1081854423,121054798.18,50.73,5.19,338.24,48.0,2024-11-10
8000140564,9281419826,841033994.16,241.19,28.63,2276.07,228.24,2024-11-10
8000140564,8865490323,553966768.24,383.8,34.15,3114.86,363.19,2024-11-10
8000140564,2716689079,193244694.71,156.01,12.61,900.45,147.63,2024-11-10
8000140564,4839082660,109076089.12,48.81,5.46,322.82,46.19,2024-11-10
8000140564,8498327917,512254858.11,176.11,22.76,1767.35,166.65,2024-11-10
8000140564,2536940292,309963822.65,161.75,21.91,1562.42,153.06,2024-11-10
8000140564,1537102753,61042555.0,22.97,2.35,212.19,21.74,2024-11-10
8000140564,9010567738,59118913.0,56.47,8.4,155.06,53.44,2024-11-10
8000140564,6566061150,280101040.38,160.79,6.29,1152.54,152.16,2024-11-10
8000140564,8915708680,35111261.36,80.4,5.77,227.61,76.08,2024-11-10
8000140564,8697411426,148087918.34,47.85,5.62,214.91,45.29,2024-11-10
8000140564,1130813901,140969309.11,61.25,5.88,217.63,57.96,2024-11-10
8000140564,9920379687,105505660.97,87.1,8.9,272.95,82.42,2024-11-10
8000140564,7087997498,234492649.87,185.68,18.28,3136.62,180.23,2024-11-10
8000140564,5985744417,47830644.85,80.4,6.39,3783.17,76.08,2024-11-10
8000140564,7772324276,225865067.66,172.28,8.38,3471.23,163.93,2024-11-10
8000140564,5635453509,163608250.8,120.59,7.36,644.73,115.93,2024-11-10
8000140564,4641876052,236534672.19,129.21,7.87,6189.82,142.19,2024-11-10
8000140564,9095205024,259480956.9,68.91,12.61,624.79,65.21,2024-11-10
8000140564,4322279418,784586397.0,216.3,50.74,2458.33,204.69,2024-11-10
8000140564,1226549448,479291293.18,293.83,71.14,1939.65,278.05,2024-11-10
8000140564,1111124926,584120759.38,234.49,31.51,2043.02,221.9,2024-11-10
8000140564,5878024733,137091468.72,66.04,2.47,204.03,62.49,2024-11-10
8000140564,8234596837,357844409.93,125.38,13.12,851.49,118.65,2024-11-10
8000140564,4010991219,276026885.71,140.69,23.12,1157.08,133.14,2024-11-10
8000140564,8686722746,499038593.81,160.79,23.12,1191.54,152.16,2024-11-10
8000140564,3076726376,181794347.0,124.42,7.35,808.87,117.74,2024-11-10
8000140564,2269123162,108070004.0,30.63,2.63,183.17,28.98,2024-11-10
6991056822,6947502491,107775917.63,294.51,121.49,8240.76,304.7,2024-11-10
6991056822,9106102873,109060816.02,255.68,93.53,6783.86,292.98,2024-11-10
7526521017,7414501658,1436671376.0,297.44,8.43,647.31,314.03,2024-11-10
7526521017,1141378532,3641254398.24,1713.43,34.98,55714.8,15670.51,2024-11-10
4631721175,6916705630,60833592100.65,313.83,130.05,458.33,317.45,2024-11-10
4631721175,3173294802,380456895653.43,2906.5,178.19,171427.92,19017.55,2024-11-10
6287055608,9377088651,116854105480.31,514.43,145.33,24239.29,518.55,2024-11-10
6287055608,4976565394,42220003830.25,123.83,24.76,4975.9,136.41,2024-11-10
2156171975,3180977400,16847531230.16,34.36,33.19,59.45,37.61,2024-11-10
2156171975,9060550703,9010654697.32,47.13,23.75,62.48,51.58,2024-11-10
3878840424,3989998889,2045128440.71,4006.11,67.34,8646.94,3959.14,2024-11-10
3313050187,2870818332,5142968232.53,8035.86,1729.84,514894.64,7937.83,2024-11-10
4969504105,9238967621,383694278.62,171.65,15.63,1655.28,178.35,2024-11-10
4969504105,1627501892,222336594.92,97.37,4.08,2851.03,206.22,2024-11-10
4969504105,7796569951,628525757.02,623.36,14.66,28512.17,4339.82,2024-11-10
4969504105,3150063019,198624954.79,90.34,4.25,1126.58,94.75,2024-11-10
5954988949,5012601188,1825199945291.92,54604.87,4499.8,3849655.65,429945.3,2024-11-10
3551284065,6326171655,1040335550.0,435.09,2.61,3569.98,438.94,2024-11-10
3551284065,7197465869,166853687.35,242.13,10.79,391.75,244.27,2024-11-10
8201637580,2326143061,6042056691.82,121.17,41.47,199.32,107.64,2024-11-10
9792369345,4082776459,13764231.37,130.72,44.89,143.18,129.92,2024-11-10
3017575657,5091038607,1545144185.47,1156.6,292.99,83452.66,1113.67,2024-11-10
3017575657,5208105534,486678666.61,243.09,42.12,14091.32,251.38,2024-11-10
7825259319,7747558724,6993246211.54,1562.65,447.91,3524.4,1677.13,2024-11-10
3941929869,5355702391,36293545307.9,196.85,85.89,405.18,208.71,2024-11-10
2756827689,3668065024,54543811.18,2288.57,893.57,22271.5,9070.31,2024-11-10
1035543794,9629269597,8735154580.58,11110.18,226.14,346046.24,10315.41,2024-11-10
1035543794,1336677625,48290838776.91,103875.94,2039.85,7327859.37,96952.29,2024-11-10
1035543794,3572750171,10602497725.01,17324.62,413.17,710569.72,16079.18,2024-11-10
1035543794,2006217542,862533073.5,2621.55,55.13,122065.87,2433.09,2024-11-10
1035543794,3985488676,44583036.91,203.77,2.03,10663.6,189.12,2024-11-10
1035543794,2752917760,1714325190.28,2244.63,136.36,176746.42,2083.27,2024-11-10
1035543794,5321997374,9332099205.4,32857.55,599.13,2005141.61,30495.47,2024-11-10
1035543794,9053347342,5966514992.02,6363.31,95.15,221657.51,8082.22,2024-11-10
1035543794,5218888928,13499992225.76,30392.26,542.96,1666262.41,28207.4,2024-11-10
2656837900,6541769165,3153204377.74,4843.52,98.18,121021.73,4753.42,2024-11-10
2656837900,9595694025,3509392758.01,3547.55,67.21,77212.27,3481.57,2024-11-10
2656837900,6135997853,904029816.05,1286.62,34.3,43218.33,1262.69,2024-11-10
2656837900,5465389887,86014032.0,114.14,1.35,3475.82,112.01,2024-11-10
2656837900,5453948382,650848848.0,454.47,10.35,10698.89,446.02,2024-11-10
2656837900,8763695616,279647976.0,221.01,2.93,18202.87,216.9,2024-11-10
2656837900,4795723974,2660138164.63,1827.21,57.2,36738.66,1793.23,2024-11-10
2656837900,7864012560,516838512.0,501.16,8.07,14431.02,491.84,2024-11-10
2656837900,9686786580,971090016.0,491.82,19.06,14181.33,482.67,2024-11-10
8842840036,1210173408,427457566.1,2277.03,128.58,131172.26,2055.77,2024-11-10
8842840036,2536633717,891080193.93,3460.97,226.29,208368.45,3134.91,2024-11-10
8842840036,6295533226,1629993948.98,4292.92,211.13,323017.47,3887.89,2024-11-10
4126844175,4708428367,54717105.6,162.57,5.42,4471.96,174.1,2024-11-10
9058771111,6989875358,36660652.0,128.36,2.86,812.41,114.19,2024-11-10
5445022053,4101799412,187824839.68,799.42,174.12,8240.35,817.95,2024-11-10
7658197888,8092448106,100189632.6,220.71,23.41,8035.61,241.86,2024-11-10
9677358744,2396056575,79217228.82,251.61,1.51,2251.23,263.37,2024-11-10
9677358744,8417110618,116560230.63,567.68,8.03,14758.68,594.21,2024-11-10
3886905599,5291960637,20077440.64,410.14,9.58,1187.18,372.93,2024-11-10
9218342578,4697041972,49570959.64,183.4,3.6,1538.77,193.86,2024-11-10
9218342578,5102935462,98172715.52,376.89,37.9,1686.2,398.38,2024-11-10
9218342578,6819664604,115859406.0,498.85,9.37,32429.91,527.3,2024-11-10
3487944451,6376707434,217159879.41,806.2,19.84,31853.0,915.46,2024-11-10
1757896755,2188364055,89787795.05,295.59,6.15,1739.63,271.04,2024-11-10
3851958960,9921036229,1678801.0,26.25,2.04,97.32,23.62,2024-11-10
1517367026,8344008125,653141584.83,659.97,19.71,60448.8,984.92,2024-11-10
1517367026,2679218740,600607112.14,441.7,14.63,18752.41,438.31,2024-11-10
1517367026,8875061965,995761696.25,1658.69,23.3,107684.36,1645.96,2024-11-10
1517367026,5874711756,172363773.48,96.78,0.01,8140.99,96.04,2024-11-10
1517367026,7897960882,2614364733.38,2068.47,53.87,115946.97,2328.45,2024-11-10
5928471422,6746047820,2324698836.24,2340.04,82.79,86343.99,2149.5,2024-11-10
5928471422,8690631971,2845631808.74,3230.3,103.44,108725.21,2967.28,2024-11-10
5928471422,4033758918,1655169346.41,1470.38,38.56,45837.07,1350.66,2024-11-10
5928471422,8674892554,79016730.0,75.22,1.67,2523.73,69.09,2024-11-10
4925883884,4675211549,20012272377.57,16919.29,584.06,1450569.85,14853.25,2024-11-10
4925883884,9745155174,8467116093.65,7284.53,99.66,506910.99,6396.72,2024-11-10
4925883884,3576483186,6849531182.79,5770.39,136.32,391890.76,5263.32,2024-11-10
4925883884,3071680482,4080211947.18,3974.35,155.06,278314.53,3486.4,2024-11-10
4925883884,3869558152,6683545915.12,5554.7,225.26,512313.57,4872.71,2024-11-10
4925883884,8621374409,8526650724.01,7410.53,218.0,642278.45,7983.49,2024-11-10
4925883884,2150537520,1509291802.53,2247.72,81.0,221214.58,1971.75,2024-11-10
4221243019,4202971078,6185118610.48,3430.47,15246.02,316148.71,38900.53,2024-11-10
3818150017,7908221650,1233552600.0,3053.74,777.48,116263.87,3385.95,2024-11-10
3818150017,8122939110,293181300.0,691.78,311.32,1527.88,767.04,2024-11-10
2373677586,5034490324,194446015.45,1403.69,1147.79,42152.86,3179.01,2024-11-10
9999862340,8921744127,11829847408.23,10484.93,180.5,407490.0,9327.69,2024-11-10
9999862340,1659467148,509832696.0,399.73,337.38,11541.0,339.82,2024-11-10
9999862340,6161746386,471899856.0,252.24,5.99,13366.0,214.43,2024-11-10
9999862340,9420573778,888615093.0,759.92,556.49,11519.0,646.01,2024-11-10
3144474603,9306888902,140906709.97,42.69,2.75,252.4,41.68,2024-11-10
3144474603,7477917966,121416254.72,95.23,13.29,676.39,92.97,2024-11-10
3144474603,3054378705,113533672.47,187.18,16.49,1290.13,182.73,2024-11-10
3144474603,7933756559,354705747.3,88.66,11.0,648.24,86.56,2024-11-10
3144474603,8178969364,208538587.0,83.19,8.54,197.92,81.21,2024-11-10
3144474603,3233033323,611294596.0,187.18,29.73,490.27,182.73,2024-11-10
3144474603,2568290212,141512258.77,123.69,10.56,4416.93,120.75,2024-11-10
3144474603,5875435663,231758241.0,548.39,22.55,23424.73,535.37,2024-11-10
3144474603,7114940344,274039003.76,102.89,19.51,579.24,100.45,2024-11-10
4748463484,7904486179,4917801312.0,2779.9,66.17,8854.56,2597.52,2024-11-10
4748463484,1054671272,2410344985.89,1689.31,14.49,51405.14,1578.47,2024-11-10
5966024179,4237016550,8469753973.14,8928.35,2013.1,372395.79,42787.87,2024-11-10
4328703191,4353812705,41087297.75,168.35,1428.67,43104.38,145.99,2024-11-10
4328703191,2011772774,94039422.27,579.16,515.42,5396.11,502.26,2024-11-10
8458175737,9805345014,36610864.0,120.88,1.22,1947.93,108.85,2024-11-10
5048405933,1919148507,1302903840.0,614.87,4.23,1723.05,617.14,2024-11-10
5048405933,5128992073,67264739.76,68.54,0.84,5319.7,74.69,2024-11-10
4260952526,5007300728,1381702380.0,1730.86,47.52,2643.39,1465.37,2024-11-10
4260952526,9269169364,1147175778.52,849.85,7.4,41425.56,2167.58,2024-11-10
4260952526,2375527770,198325581.27,168.68,2.19,7307.76,279.25,2024-11-10
4260952526,8033674220,584831837.52,1142.09,252.03,14319.87,1197.94,2024-11-10
7107398469,4466502603,711328052.0,1430.56,41.12,2407.36,1279.51,2024-11-10
1544027227,6958179722,136421376.0,160.58,8.0,441.46,177.57,2024-11-10
1544027227,7856688369,32806190.69,187.19,37.01,2306.11,206.99,2024-11-10
1544027227,2071822071,106578027.63,401.93,25.38,10553.04,741.79,2024-11-10
8698180854,6683136554,1673060762.11,558.67,2.6,2899.97,576.77,2024-11-10
8698180854,5906162395,4425094129.91,4330.44,31.32,283927.96,5034.54,2024-11-10
8698180854,9827003350,97402659.24,128.36,0.19,8942.74,146.64,2024-11-10
4243137714,3073885350,437584909.28,191.63,2.73,382.93,203.43,2024-11-10
4243137714,3771177059,3625268427.42,3261.61,42.5,277549.63,4449.48,2024-11-10
4243137714,6745556142,3580878509.49,3844.32,55.78,241076.97,6452.62,2024-11-10
4243137714,6729387006,2137297073.31,1569.21,23.64,124004.22,3985.54,2024-11-10
4243137714,6032670287,216071386.53,195.54,2.52,18660.39,233.53,2024-11-10
6912959742,6568151555,407246135.24,476.91,8.46,25935.23,628.93,2024-11-10
6912959742,1853635877,1606525799.73,2584.03,34.34,117120.8,2599.38,2024-11-10
6912959742,3626331029,1828006812.07,1367.55,14.86,67173.87,3939.02,2024-11-10
6912959742,3411206172,295672856.78,210.32,3.52,15132.71,1769.27,2024-11-10
6912959742,9968457051,773103892.57,1054.54,9.43,53771.04,2167.87,2024-11-10
6912959742,4389296326,874061736.32,924.21,2.9,54905.99,1263.49,2024-11-10
6912959742,1803464434,618739297.74,258.7,4.1,5862.43,335.62,2024-11-10
4295580695,2960047847,1328961723.0,9812.39,204.34,13730.76,8625.22,2024-11-10
4295580695,4201190704,528192658.02,143.49,40.55,16049.96,1348.65,2024-11-10
4295580695,2823847807,373252378.04,235.73,25.34,34205.21,272.07,2024-11-10
4295580695,3476279915,456888382.87,52.27,66.91,8840.54,412.61,2024-11-10
4295580695,6167927696,134325825.6,296.2,93.78,7249.46,728.83,2024-11-10
7886265417,4880365383,807596513.07,1526.4,18.63,9139.96,1547.95,2024-11-10
7886265417,2327774194,1281854794.74,2432.24,38.9,151895.43,3002.98,2024-11-10
7886265417,8327801375,8007215355.4,16888.26,160.28,1146038.65,27345.7,2024-11-10
7886265417,2603513256,1170771338.41,840.25,16.05,121393.05,15481.61,2024-11-10
7886265417,1221323529,433811862.75,267.59,5.04,4680.66,271.37,2024-11-10
1967633865,1708818240,186038568.0,262.21,5.78,429.19,290.03,2024-11-10
1967633865,1004425178,414967582.85,125.24,1.6,280.99,138.52,2024-11-10
5479808415,5139605877,40791557.38,34.75,1.77,1963.01,33.73,2024-11-10
6135802989,8959948793,518791887.39,726.17,47.57,2246.29,824.77,2024-11-10
6135802989,5282504483,94903971.11,172.63,174.42,102436.24,4528.8,2024-11-10
6135802989,3172996917,163586645.0,442.83,16.47,5016.56,502.96,2024-11-10
6135802989,1670322714,508016959.09,470.98,377.91,12971.27,543.46,2024-11-10
6135802989,8522679787,859943745.69,2850.25,109.03,179359.83,3489.84,2024-11-10
6135802989,5331021189,977622014.56,3099.81,103.94,201512.74,6259.33,2024-11-10
6135802989,1750577603,231364759.41,242.06,124.25,11912.24,2545.72,2024-11-10
2899793385,4193135974,237822943.27,173.36,4.17,3161.39,182.25,2024-11-10
2899793385,3601854298,716914325.62,1671.98,22.63,100355.05,2199.94,2024-11-10
2899793385,5790083369,355121092.66,201.77,19.77,582.49,212.13,2024-11-10
2899793385,7079228468,20225025.64,34.1,32.24,337.38,35.85,2024-11-10
2899793385,2424527313,401169768.92,363.76,3002.48,38549.89,5779.21,2024-11-10
2899793385,2716818077,98105241.63,159.15,8.61,11570.93,202.17,2024-11-10
2899793385,9466107714,12953991.0,338.19,11.48,569.03,355.54,2024-11-10
8493138820,3042807969,203429640.32,1142.19,23.05,1958.62,1178.7,2024-11-10
8493138820,1353798642,304665625.88,762.78,6.53,35968.54,1121.75,2024-11-10
7730435073,7169890315,124982841.37,137.6,1.59,7926.0,156.19,2024-11-10
7730435073,6622504921,171330367.43,153.86,0.04,15864.06,194.5,2024-11-10
8180638008,4381898290,590656661.21,109.97,5.58,194238.92,156606.83,2024-11-10
7486359225,3141631769,73186730.7,61.57,2.13,31242.02,26108.89,2024-11-10
7486359225,7767634089,211019505.33,349.27,124.42,58463.72,25217.57,2024-11-10
7486359225,7459236282,605703029.71,6840.95,2561.04,358098.29,38243.78,2024-11-10
7486359225,9256781206,547037922.67,3146.58,1264.35,363362.44,37734.59,2024-11-10
7486359225,7954693933,180632229.17,1633.8,782.88,117803.55,14363.65,2024-11-10
7486359225,3890043293,400679043.56,320.6,138.57,92735.3,52999.91,2024-11-10
7486359225,7004536122,952964457.87,64.76,46.66,146064.67,102827.98,2024-11-10
7486359225,6271964660,414837710.69,229.31,94.63,99263.84,40112.06,2024-11-10
9347899940,2778325508,1343069986.2,11658.65,186.73,24283.12,13993.68,2024-11-10
9347899940,7285974483,418343818.44,12293.57,83.2,26357.16,14776.67,2024-11-10
9347899940,8479424672,971257870.28,6820.19,155.74,19484.13,8576.56,2024-11-10
9347899940,6014387531,477919587.89,11.91,172.03,86866.99,55423.78,2024-11-10
9347899940,5755284582,416407330.78,4103.66,70.86,15217.89,5269.76,2024-11-10
9347899940,6432494004,1704013946.9,13895.09,260.4,41889.11,16679.15,2024-11-10
8452065073,2932844757,1240145712.0,844.54,10.55,1965.35,920.86,2024-11-10
8452065073,7687297864,3117866422.97,3224.04,29.32,212586.04,4595.22,2024-11-10
8452065073,9893624496,686624545.72,383.97,103.68,190720.45,151654.42,2024-11-10
8452065073,4274168559,1145111995.72,736.55,8.71,57818.17,1281.15,2024-11-10
2826827076,1818263064,1798223336.0,2590.6,31.9,4723.93,2701.72,2024-11-10
2826827076,9804129007,183272285.0,311.34,3.14,4463.86,324.69,2024-11-10
2826827076,8952139826,177125823.81,569.33,12.42,25092.73,653.43,2024-11-10
2826827076,7625816281,966416652.41,2682.74,48.33,160086.54,3120.48,2024-11-10
2826827076,7445655295,1934824882.72,3758.36,59.52,135352.42,4313.04,2024-11-10
1684414765,3878041365,1208046225.0,7086.35,44.98,14411.25,6868.49,2024-11-10
1684414765,4208562937,49103154.27,340.34,4.15,3671.35,329.88,2024-11-10
1684414765,3075231399,965254904.64,3852.58,28.71,219622.59,4113.65,2024-11-10
1684414765,5401990458,66145583.36,522.78,0.03,6248.1,506.71,2024-11-10
1684414765,4320412606,238537455.36,370.21,5.17,11013.03,398.13,2024-11-10
1672862023,2506216009,288533501.0,3256.54,64.13,5344.71,3649.61,2024-11-10
1672862023,5684676954,81748531.63,250.8,7.62,3752.03,281.07,2024-11-10
1672862023,5419585994,173806487.54,567.39,29.98,27968.54,649.77,2024-11-10
1672862023,9009504259,599593596.72,1539.11,37.51,97613.46,2065.8,2024-11-10
3457456980,9335146426,1343157470.36,1054.78,15.55,87341.54,2474.16,2024-11-10
3457456980,8154994072,1070740525.39,454.63,7.93,43469.55,1038.4,2024-11-10
3457456980,3203595397,62777297.47,571.05,501.11,11662.94,575.32,2024-11-10
7676611041,9159060721,266865200.0,363.43,0.03,26630.77,382.56,2024-11-10
9154075154,7964749507,502092088.12,1656.44,91.45,61340.29,1568.38,2024-11-10
4695215334,9369397988,679710976.93,120.6,13.77,1549.46,128.15,2024-11-10
4695215334,7231652811,397604160.0,110.88,7.22,307.23,117.82,2024-11-10
4695215334,4509106959,984056832.0,174.1,10.43,331.81,185.0,2024-11-10
4695215334,3340990657,585875653.92,284.97,6.43,37889.65,823.7,2024-11-10
3618949692,8901620453,2019092138.26,1415.52,92.49,7406.55,1499.33,2024-11-10
3618949692,7607908731,186790065.0,127.79,20.34,239.8,135.36,2024-11-10
5007176908,4060656352,107646653.98,83.74,18.39,506.29,74.15,2024-11-10
5007176908,3126286823,206943700.9,205.15,52.09,1095.42,181.67,2024-11-10
5007176908,4184079153,123808672.88,90.02,14.3,1131.22,79.71,2024-11-10
3539058667,7075913638,88527595.28,24.93,10.75,188.87,25.28,2024-11-10
3539058667,3340020946,378299517.91,58.82,37.63,1380.67,59.65,2024-11-10
2830511829,7144493587,734666411.8,97.48,49.13,1388.43,88.94,2024-11-10
2830511829,1474814690,207776724.11,29.84,26.97,476.62,27.23,2024-11-10
2344918624,2569335345,122552787.83,154.44,25.06,1805.7,149.04,2024-11-10
2344918624,4756340523,64182240.0,20.81,14.17,60.22,20.08,2024-11-10
5460111518,8955838712,60572668.9,134.32,30.18,1581.11,159.09,2024-11-10
5460111518,6102580605,113401537.4,315.6,67.25,3903.08,375.08,2024-11-10
1638662180,4804931645,993567120.0,200.91,47.86,561.75,179.67,2024-11-10
1638662180,3523438294,2484222534.11,4965.88,788.72,46894.99,4503.27,2024-11-10
1638662180,3287337869,352323784.12,413.64,13.67,6903.07,2055.15,2024-11-10
